position,company,location,description,link
Data Analyst,Lionbridge,"Bellevue, WA","Lionbridge enables more than 800 world-leading brands to increase international market share, speed adoption of products and effectively engage their customers in local markets worldwide. Using our innovative cloud technology platforms and our global crowd of more than 100,000 professional cloud workers, we provide translation, digital marketing, global content management and application testing solutions that ensure global brand consistency, local relevancy and technical usability across all touch points of the customer lifecycle. Based in Waltham, Mass., Lionbridge maintains solution centers in 28 countries.

Employee Sub-Group: Temp FT Hourly

Work Schedule: Days

Location: Bellevue , Washington

Position Title: Data Analyst

Position summary

The Business Intelligence Data Analysis will be responsible for collecting, culling and analyzing data, as well as building and maintaining reports and dashboards.

RESPONSIBILITIES (includes but not limited to)


Collect data from many different sources
Cull data of all types
Create data connections and relationships
Use many forms of automation to eliminate the need for manual updates
Create reports and dashboards to desired specifications
Utilize many reporting and dashboarding platforms for data presentation
Support numerous teams with their reporting needs
Automate reports created by others
Provide custom reporting and metrics according to client specifications

Work relationships

Operations Manager or Equivalent
Senior Project Manager
Project Managers
Finance Team
HR team
Team Administrator/Project Controller

Education/experience

BS in Mathematics, Economics, or Computer Science OR
3 to 4 years of relevant work experience

Knowledge, skills and abilities

Advanced Knowledge of collecting and culling structured and unstructured data.
Expert level knowledge of Microsoft Excel functions and formulas – VBA is a plus
Intermediate to Advanced T-SQL – Other Database languages are a plus
Experience with PowerPivot scripting language DAX
Experience with a wide range of reporting and data tools (PowerBI, Google Analytics, Omniture, Tableau)
Microsoft Access is a plus
Excellent Communication skills
Attention to Detail
Flexibility
Time Management
Troubleshooting
Experience with social media analytics or reporting is a plus

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=182387&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1d07f326&cb=1528219035853&jobListingId=2791124600
"Data Analyst, Business Initiatives",Allied Benefit Systems,"Chicago, IL","Job Title: Data Analyst

FLSA Status: Exempt

Job Status: Full Time

Reports To: Director Business

Initiatives

Positions

Supervised: None

Work Schedule: 40 Hours

POSITION SUMMARY:

The purpose of this position is to assist with

various projects. The role will also act as a support function to assist the

Director of Business Initiatives to pilot and execute new processes or

improvements across all departments. The

Data Analyst will write and maintain process documents.
ESSENTIAL FUNCTIONS

Create new automation tools to assist with

 workflow.
Assist in implementation of automation

 processes
Work on converting existing database tables

 from Access to SQL
Mapping and documentation of files, queries,

 tables and new procedures.Project Management

AssistanceTesting and support in project work.
Creates custom reports using Excel, VBA and

 access
Reviews and addresses file data errors in

 databases for ASO Finance.
Develops recommendations for improvements to

 existing systems and/or processes

POSITION QUALIFICATIONS

Communication –

Communicates effectively both internally and externally, where applicable. Includes both written and verbal

communication.

Customer

Focus – Works well with customers/clients both internal and external, promotes

a positive image of the company and department, strives to resolve issues

raised by customers/clients.

Ethics

– Honest, accountable, and maintains confidentiality.

Initiative – Acts

independently, seeks new opportunities, and strives to see projects to

completion.

Innovation

– Creative, offers new ideas, risk taker and amenable to change.

Interpersonal Skills –

Builds strong relationships, is flexible/adaptable, works well with others, and

solicits feedback.

Job Knowledge –

Understands the facets of job, aware of duties and responsibilities, and keeps

job knowledge current.

Problem Solving –

Strives to understand contributing factors, works to resolve complex

situations.

Productivity – Manages

workload, works efficiently, and meets goals and objectives.

Quality – Strives to

eliminate errors, accurate work is a priority, seeks opportunities to improve

product/services

Self-Development –

Looks for opportunities to increase knowledge, works to increase responsibility,

strives to achieve personal goals and/or maintains licenses and other pertinent

requirements.

Teamwork – Accountable

to team, works to meet established deliverables, appreciates view of team

members, and respectful.

Technical Skills –

Maintains current understanding of technical process/equipment, uses technology

to increase performance/productivity; effectively uses online tools and

resources.

Education

Bachelor's degree (B.

A. or B. S.) from four-year College or University; or related experience and/or

training; or equivalent combination of education and experience.

Experience

Must have 2 years’ experience with Access and VBA.

SKILLS & ABILITIES:

Proficiency in Microsoft Access

Proficiency in Microsoft VBA

SQL Knowledge a plus but not required

Ability to multi task

Intermediate Word

Outlook

Certificates &

Licenses

N/A

Other Requirements

N/A

PHYSICAL DEMANDS: Sitting at computer for a good portion of the day.

WORK ENVIRONMENT: Office Environment in Chicago high rise building



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=287421&tgt=APPLY_START&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_fa952e51&cb=1528219038016&jobListingId=2731220342
Data Analyst: Research and Assessment,California Southern University,"Costa Mesa, CA","SUMMARY
 
The Data Analyst serves as a key member of the IRAD team, assisting the Director of Institutional Research and Assessment with data collection, validation and analysis of complex data and reporting to both internal and external audiences, as well as administering campus-wide assessment of academic and educational support services.
 
ESSENTIAL DUTIES AND RESPONSIBILITIES
 
The Data Analyst shall coordinate and facilitate activities as directed by the Director of Institutional Research an Assessment, including:
 

Assists with compiling, analyzing and disseminating quantitative data on facets of the University and related educational issues, including institutional characteristics, enrollments, student retention, student transfer, grades, other student performance indicators, and fiscal affairs.

 

Possess visualization tool skills to develop visual presentations of information in a compelling, user-friendly format

 

Conducts special projects and studies to address decision-making needs of the University and for senior administrative staff and the president, as assigned.

 

Coordinates and administers campus-wide surveys

 

Works with Deans and Instructional Staff to provide the data necessary for effective program review and assessment processes.

 

Monitors the overall integrity of data, complying with state, federal and accreditation requirements and taking appropriate steps to correct data discrepancies when noted.

 

Maintains established research designs, data collection protocols, and models of analysis to evaluate program and institutional effectiveness.

 

Manages and continually assesses the University’s report inventory to ensure the university-wide reporting needs are met.

 

Demonstrate an attention to detail with an understanding of the larger significance of research and assessment Practices.

 

Proficient with standard office software packages, e.g. MS Word, Excel: using queries, Powerpoint.

 

Possess SQL programming and relational database skills

 

Possess a working knowledge of interactive visualization tools such as PowerBi, and Tableau

 

Report conclusions, recommendations, and implications to faculty, administrators, and curriculum teams

 

Actively participate in accreditation efforts and visits

 

Ability to maintain strict confidentiality and security procedures regarding the use and storage of confidential data

 
 
SUPERVISORY RESPONSIBILITIES
May manage one or more employees as required to accommodate university growth. Carries out supervisory responsibilities in accordance with the University's policies and procedures. Responsibilities include interviewing, hiring, and training associates; planning, assigning, and directing work; appraising performance; rewarding and disciplining associates; addressing complaints and resolving problems.
 
QUALIFICATIONS
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
 
EDUCATION and/or EXPERIENCE Bachelor’s degree from an accredited institution and more than 3 years related experience and/or training; or equivalent combination of education and experience. Flexibility to handle a diversity of details in order to make informed and responsive decisions on matters that impact the academic programs of the department. Ability to establish both short and long term academic objectives and operations for the department.
 
LANGUAGE SKILLS Ability to read, analyze, and interpret general business periodicals, professional journals, technical procedures, and governing body regulations. Ability to write reports, business correspondence, and procedure manuals. Ability to effectively present information and respond to questions from colleagues, learners, accrediting and licensing agencies, and the general public. Effectiveness in human relations and dealing with the human aspects of the organization.
 
MATHEMATICAL SKILLS Ability to work with mathematical concepts such as probability and statistical inference. Ability to apply concepts such as fractions, percentages, ratios, and proportions to practical situations.
 
REASONING ABILITY Ability to define problems, collect data, establish facts, and draw valid conclusions. Ability to interpret an extensive variety of technical instructions in mathematical or diagram form and deal with several abstract and concrete variables.
 
PHYSICAL DEMANDS
The physical demands described here are representative of those that must be met by an associate to successfully perform the essential functions of this position. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
 
While performing the duties of this position, the associate is regularly required to talk or hear. The associate frequently is required to sit and use hands to finger, handle, or feel. The associate is occasionally required to stand and reach with hands and arms. The associate must regularly lift and/or move up to 10 pounds and occasionally lift and/or move up to 25 pounds. Specific vision abilities required by this job include close vision, and color vision.
 
WORK ENVIRONMENT 
The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
 
The noise level in the work environment is usually quiet.
 
 
 



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=349714&tgt=APPLY_START&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_42cbd4b2&cb=1528219040210&jobListingId=2787682695
Data Analyst,Members Cooperative Credit Union,"Duluth, MN","The primary purpose of this position is to assist Members Cooperative Credit Union in living out its mission to be the primary positive financial influence in the lives of our members/owners. To achieve this goal, the employee must provide outstanding service to both internal and external members. The Data Analyst is responsible for the collection, analysis and reporting of data. This position will use advanced methods to analyze and interpret data from various data sources with an outcome to solve critical business needs. This position will ensure data integrity by implementing quality assurance practices.  · Demonstrate outstanding communication skills to translate reporting requests in order to accurately meet the actual information and deadline needs of users.  · Collaborate with end users to gather report requirements and ensure proper testing and validation.  · Use data mining techniques to analyze the source data and determine the best reporting structures to build  · Utilize data to resolve business issues in the most effective manner providing best reporting through dashboards and other means of communication through data.  · Proactively recommend operational efficiency and performance enhancements based upon data analysis  · Serve as a liaison to the technology team to insure appropriate understanding of business needs of the credit union.  · Understanding of SQL. · Job is located in Duluth, MN. Remote work is not authorized. Qualifications include: Bachelor’s in Computer Science or Management Information Systems or related field of study, 1-2 years’ experience in databases, and understanding database languages



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=347248&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9a3a4cba&cb=1528219042686&jobListingId=2765253331
Data Analyst,General Dynamics Information Technology,"Little Rock, AR","Job DescriptionGeneral Dynamics Information Technology (GDIT), a leading provider of systems engineering, integration, IT service operations and support solutions, is seeking talented professionals to deliver valuable services and solutions to our customers.

GDIT has a great team consisting of experienced and knowledgeable managers who lead and support the career development objectives of our employees. Our employees consider the company to be a solid partner in their career, with an abundance of opportunities for advancement.

We are seeking a Data Analyst:


Performs data analysis, interpretation and management duties. Develops rules and methodologies for data collection and analysis.
Performs data collection, analysis, interpretation and management duties.
Develops rules and methodologies for data collection and analysis.
Ensures the integrity of project data, including data extraction, storage, manipulation, processing and analysis.
Consults with the external clients and internal staff to determine data management needs and objectives.
May be responsible for database design, administration, security, and maintenance.
Prepares presentations that reflect the results of the data analysis.
Provides data-related training to staff.
Coordinates with scientists and other technical experts to design and develop statistical analyses methodologies.
Maintains current knowledge of relevant technologies as assigned.
Participates in special projects as required.

Education

Bachelors Degree in a Computer Science, Statistics or a related technical discipline, or the equivalent combination of education, technical certifications or training, or work experience.

Qualifications

2-5 years of related statistics/data analysis experience.

For more than 50 years, General Dynamics Information Technology has served as a trusted provider of information technology, systems engineering, training and professional services to customers across federal, state, and local governments, and in the commercial sector. Over 40,000 GDIT professionals deliver enterprise solutions, manage mission-critical IT programs and provide mission support services worldwide. GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=229548&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ec46ed3a&cb=1528219044685&jobListingId=2786537995
Data Analyst,Purchasing Power,"Atlanta, GA","Data Analyst

JOB DESCRIPTION:

Overview

Supports client data integration across the company’s global enterprise. Manages the retrieval, transformation, delivery, and exchange of data between both internal and external business systems across all business units and client base. Provides daily operational production support. Able to apply knowledge and experience to complex problems and develop recommendations. Makes decisions within broad parameters. Acts as an informal resource for others with less experience. Works with team members to provide operational support, documentation, and knowledge sharing of best practices.

Responsibilities

Develops strong working relationships with Client Services, Underwriting, Accounting and IT.
Owns operational client data integration
Manages file retrieval and delivery for all client data exchanges using file transfer software—including account administration, host configurations, and job scheduling.
Manage data integration using ETL technology
Understands and conforms to corporate IT data and security standards
Provides feedback from ongoing administration experience to continuously improve the client experience
Responds to eligibility, remittance and deduction questions from various business partners throughout the company
Communicates regarding the impacts and implications of client data integration break points
Performs client platform monitoring and root cause analysis of production incidents.
Leverages tools like Excel or IT-related applications so that operational processing and business targets may be achieved
Manages client file reports for distribution to leaders, team members and business partners
Responds to client inquiries as an additional input to daily workflow for timely resolution
Understands data flows across multiple systems—including storefront, underwriting, billing and financial systems

Preferred Competencies

Strong analytical skills
Ability to work with a sense of urgency and independence, displaying innovative skills to solve complex problems
Experience with Data Management
Willingness to learn new software applications and workflows related to data management
Demonstrated effective teamwork ability to perform cross-functional operational support
Generates effective solutions based on available information and makes timely decisions
Ability to effectively communicate and collaborate with IT teams and business users
Understanding of file transfer and ETL technologies
Demonstrates a strong commitment to delivering results while maintaining a secure environment
Strong writing skills to proactively maintain/create documentation

QUALIFICATIONS:

Bachelor's or Technical degree in an analytical field (e.g. Computer Science, Engineering, Mathematics, Statistics) – 5 plus years of experience required.
Demonstrated problem solving ability with experience in client/customer data management
Hands-on data mining / analytics experience with a service or technology company
Experience in a related operational business process required
Strong Excel and statistical skills required
Experience with at least 1 scripting language is a plus
Experience with Voluntary Benefits Administration is a plus






            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=346241&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2f865055&cb=1528219046751&jobListingId=2796543497
Data Analyst,NewsCred,"New York, NY","Company Description

At NewsCred, our mission is to help brands tell exceptional stories that drive business results. We believe this is the future of marketing, and it can make peoples lives better and improve the internet, too.

The truth is, when we started NewsCred, we didnt know much about marketing. But we did know, as individuals, that we werent satisfied with the way brands marketed to us. Fast-forward to today: Were now the worlds leading content marketing company. We build software that supports marketers in content planning, creation, publishing, and analysis. We help brands speak to their audiences by providing both bespoke original content and content licensed from the worlds leading publishers. Finally, as pioneers in our industry, we provide unique professional services to ensure that our customers find measurable success through content marketing.

NewsCred exists because of the simply stated but enormously difficult challenge that marketers have in publishing wonderful content that actually helps us, the individuals that they are ultimately trying to reach.

Learn more at newscred.com and follow us on Twitter @newscred

Job Description:

NewsCred is looking for a Data Analyst with the skills and talent to navigate our set of business processes and technology stack. Monitoring and improving on our key success factors is the main driver of our corporate strategy. As such, this role is critical to our company success.

This role reports into the Business Operations team, where NewsCred is building out a new Business Intelligence discipline. Candidate will be contributing to the overall team mandate of surfacing insights to drive informed business decisions.

Strong candidates are hands-on and get involved, intellectually curious about all areas of our business, able to understand the key success drivers for each department, able to map success drivers to the day-to-day processes and data, delight in studying the data and comfortable collaborating with both business and technology leaders.

Responsibilities:

As a key member of the Business Operations team, you will help to ensure the overall integrity of the data architecture across business systems. Your day-to-day will range from data analysis on key success metrics, building out strategic reports surfacing insights and partnering with company leaders to further study or scale the initial analysis.

Working within the Business Operations team, you will partner with our Business Intelligence (BI) engineers to build out a platform for maintaining and presenting BI data at scale. This includes compiling requirements and representing the stakeholders for the business insights needed across the company.

You will also have access to data scientists to partner on advanced analytics projects, such as big data analysis, predictive modeling and more.

A list of the main responsibilities include the following:


Maintain a data policy and data map to ensure consistent adherence to data integrity controls across all company systems.
Maintain data transparency and access to promote data confidence across all departments that depend on the data.
Establish management dashboards to monitor key metrics and surface timely and actionable insights.
Partner with Product Management to productize particular metrics or insights.
Partner with Analytics & Insights team to produce compelling narratives through data analysis and visualization for partners and clients.
Collaborate with Engineering to catalog and ensure accurate data entering our platform.
Collaborate with Data Scientists on advanced analytics projects, such as big data analysis, predictive modeling, multivariate testing, and text analysis.
Support company leaders to make better informed decisions through data analysis and insights based on reports and dashboards.
Consolidate data analytics throughout the company and compile best practices for processes and report generation.

Other responsibilities may become relevant, as you will be responsible for relentlessly driving data integrity and deep analysis of our company data.

Skills and Qualifications:

4+ years experience as a data analyst or business analyst analyzing financial, sales, customer or process health within an organization.
Strong data orientation with high proficiency in Excel and SQL for data manipulation and visualization. Experience with scripting language and NoSQL is a plus.
Experience leveraging BI and data visualization tools such as Periscope and Tableau.
Experience working with business data sets such as Salesforce and Netsuite to study sales operations, customer renewals, and provide a full picture of the customer.
Strong process orientation with ability to create process flowcharts and drive clarity of roles/responsibilities across various systems & teams.
Solid communication skills when collaborating across teams - presenting status, driving clarity of next steps, troubleshooting / explaining analysis.
Strong project management skills and stakeholder management experience, such as requirements gathering, proactive communication, collaboration.
Attention to details, especially as it relates to process and data integrity across technology platforms and spreadsheets.
Technical background with experience in an agile organization is preferred, especially familiarity with MEAN stack and the product management role.
Experience managing and implementing 3rd party CRM and project management tools, such as Yesware, Org Charts, Mavenlink is preferred.
Marketing industry experience is preferred.
BA/BS, major in a technical field is preferred.

We are excited to present this opportunity to a highly motivated individual, eager to contribute to the success of our company.

What we can offer you!

Everything we talk about in our How We Work document
Best-in-class compensation plans and equity in the company
The opportunity to work with some of the smartest minds in the industry
All-company Demo Day/catered lunches on Friday
Our culture, which is the most important thing we offer: A place to do your best work and a chance for your voice to be heard in a democratic environment as we shape a high-growth industry. This is your company.

And of course we also have:


Great benefits, including medical, vision, and dental, a 401k match, ping pong tables, and a generous vacation policy. And massage days (Dont worry, its by a professional)

Come see why our culture has won numerous awards, including Fortune Magazine's 100 Best Workplaces and a spot on the 10 Best Workplaces in Advertising + Marketing for the second year in a row!

All your information will be kept confidential according to EEO guidelines.
Please, no third-party resumes for this role. Candidates submitted by agencies will not be reviewed.










            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=351200&tgt=APPLY_START&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_2c5aa89e&cb=1528219048916&jobListingId=2776162744
Data Analyst,Simple,"Portland, OR","The Company:

Were a tech company thats changing how people bank and think about their finances. We value empathy, curiosity, craft and efficacy. Our mission is to help people feel confident with their money. We do that by bringing humanity, elegance and ease to the consumer banking experience. And we make banking beautiful.

The Company

Were a tech company thats changing how people bank and think about their finances. We value empathy, curiosity, craft and efficacy. Our mission is to help people feel confident with their money. We do that by bringing humanity, elegance and ease to the consumer banking experience. And we make banking beautiful.

The Team

Analytics and BI is a team of data lovers who passionately embrace our goal of informing all of Simples decisions with data. We keep a pulse on how Simple is performing and arm the company with objective, actionable information that helps Simple achieve its goals. We do this by providing compelling information that inspires change, communicating often and widely, and building a data-driven community at Simple.

You will partner with teams across the company to ensure they can fully leverage Simple's data to inform their work. You'll collaborate with all of your peers on the Analytics and BI team and work closely with our Marketing team, to inform their campaigns, and our Finance team, to tell the story of Simple's performance.

About You:

You have a passion for developing insightful analysis. Youre quantitative and data-minded and like to bring the occasional stats analysis into your work. You enjoy telling stories with numbers and focus on communicating clear, actionable results. Your love that your findings inform decisions. You have passion, humor, and a desire to learn and to teach others. You want to be part of an organization thats building something meaningful.

What Youll Do All Day

As a Data Analyst at Simple, you will work with the Analytics and BI team in pursuit of our mission to help Simple make data-driven decisions. You will tackle a range of impactful analytics questions, including tracking and explaining how the company is performing and how our customers behave, developing metrics to measure new customer performance, and measuring the impact of marketing campaigns.


Partner with Simples marketing team and other business units to provide data insights that inform their work
Analyze and provide regular updates on company performance and its drivers
Develop dashboards that enable Simples executive team, business units, and employees to self-serve on recurring data questions
Write complex SQL code and use Python to manipulate data for deep-dive analysis and reporting
Develop and evaluate statistical tests to measure the impact of business initiatives (e.g., marketing campaigns)
Produce visuals, write-ups, and presentations to clearly communicate analytics insights to partners throughout the company

Wed Like To See:

3-5+ years experience in data analysis, data science, statistics, economics, or related field
Well-versed in SQL or similar database languages and some facility with Python, R or other statistical packages
Experience conducting business-relevant data analysis and distilling actionable takeaways and recommendations
Ability to design and evaluate A/B tests, randomized control trials, or other statistical tests
Familiarity with BI tools such as Power BI, Tableau or ChartIO
Experience presenting results in written or presentation form to technical and non-technical business stakeholders
Experience working directly with stakeholders to source and define work
Ability to thrive in a dynamic environment, drive change, and collaborate effectively with a variety of individuals

Details:

We recognize the dire lack of diversity in our industry, and were not okay with it. We actively seek to address it with our hiring and retention processes, as well as our office culture. If youre on the fence about whether youre a fit, we say go for it, and apply!

Why Simples a Great Place to Work

Based in Portland, Oregon-- a beautiful place to live and work (or just see in the background if you work remotely).
Competitive salary and benefits package.
A supportive and nurturing place to work. We actively consider how we can improve employees quality of life--both inside and outside the office.
Committed to hiring quality human beings. Simple is a place where others will watch out for you and help you learn. We actually like and respect each other.
We give a damn about what we do, both as individual contributors and as a company on a mission to change banking. Were passionate and nerdy about our work; in fact were kind of that way about things outside of work, too.

In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire. Email our team at careers@simple.com if you need an accommodation in the application process.

A background check will be required for this opportunity.

Simple provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics. In addition to federal law requirements, Simple complies with all applicable state and local laws governing nondiscrimination in employment in every location in which the company has employees. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

By submitting this application, you certify that the facts contained in your application are true and complete to the best of your knowledge. If you are employed, false statements on your application will be grounds for termination.



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=319581&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_204a1193&cb=1528219051095&jobListingId=2788950647
Data Analyst I,"Insight Enterprises, Inc.","Plano, TX","As a Data Analyst I at Insight, you’ll process manufacturer rebate information and keep track of data using SAP. To do this, you’ll have to work across various departments within the company and with our external partners. Another of your objectives will be to identify areas in the process to improve and make more efficient.

What you’ll do:

Connect. Work across the company and interact with our teams in Bid Accounting, Price Protection, Purchasing, Product Management, Bid Desk and Sales. Make sure everyone is on the same page and executing under the same agreement.

Review and analyze. Understand contract language in order to effectively manage to the terms and conditions of each program. Analyze new promotions and programs to assess their profitability.

Manage and administer accurate special pricing programs. You’ll also be responsible for some quality control process and for pull various ad hoc reports.

What we need:

High school diploma and 2-4 years of related professional experience.Solid communication skills (verbal and written) and the ability to effectively present information to managers, clients and other teammates.Problem solving, organization and time management skills.Ability to work under strict service level agreements (SLAs) and to multi-task effectively.

About Insight

Insight’s success begins with our people making meaningful connections every day. Our culture lives in our teammates. Insight is looking for great people who will embrace our values of Hunger, Heart and Harmony. Hunger to create new opportunities for our clients. Heart to make a positive impact in people’s lives. Harmony to celebrate each other’s unique contributions to bring solutions to clients.

Join our team as we work to deliver the best solutions through Intelligent Technology Solutions™, the new IT.

Global technology provider of IT hardware, software and service solutionsFortune 500 company founded in 1988 with clients around the globe$5.5 billion in revenue for 20166,400+ teammates worldwide2016 Best Places to Work (Phoenix Business Journal), Great Place to Work Certification2017 Dell EMC Titanium Black Partner, 2016 HP US Personal Systems Reseller of the Year, 2016 Cisco Gold Certification in North America, Microsoft’s largest global partner

Today's talent leads tomorrow's success. Learn about careers at Insight: jobs.insight.com.

Insight is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation or any other characteristic protected by law.



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=226774&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_d9797f5c&cb=1528219053284&jobListingId=2768372591
Junior Data Analyst,Fora Financial,"New York, NY","Fora Financial, located in NYC, is a leading financial services company providing working capital to small and mid-size businesses nationwide.

Established in 2008, we support small businesses in need of financing to sustain or grow their enterprise by providing innovative, customized, and flexible working capital solutions. We operate through a consultative approach, listening to customers and providing what best meets their needs in an ever-changing financial market. To date, Fora Financial has funded over 22,000 individual transactions to more than 15,000 unique customers. The company has funded over $750 million in working capital solutions for small businesses since its inception.

A Day in the Life of an Junior Data Analyst:

Coordinate and collect input data from different departments, check data integrity, summarize and analyze data to communicate output to senior management.Work with stakeholders from all departments to define metrics, capture data, and build informative dashboards and reporting.Assist with preparation of month-end close materials and assembly of reporting for the CFO and board of directors.Research and prepare additional ad-hoc analyses needed by senior management, including risk analyses, product profitability, unit economics, ROI analyses, etc. Track news and trends on industry competitors and convey relevant qualitative and quantitative findings to senior management.

What You Have:

 Bachelor's degree in Statistics, Data Science, Economics, Finance, or related field1+ year of professional work experience as a business/data analystStrong analytical and problem-solving skills, including ability to mine large datasets and draw meaningful conclusions Advanced Microsoft Excel proficiency( INDEX, MATCH, VLOOKUP, HLOOKUP, SUMIF, etc.)Experience with SQL and other advanced analytical tools is a strong plusExcellent communication skills with the ability to summarize and present data driven insights to technical and non-technical stakeholdersComfortable working independently in a fast-paced, entrepreneurial environmentDesire to impact company growth plan by developing and performing critical analysesSelf starter who has intellectual curiosity, shows initiative and is capable of driving a project from start to finish

The Benefits of Working for Fora Financial:

Competitive Base SalaryMedical, Dental, Vision Coverage
401K Match
Life Insurance at No Cost to Employees
Generous Time Off Plan Including Rollover Vacation Days
Commuter Benefits
Health Care and Dependent Care Flexible Spending

 



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=267664&s=58&guid=00000163d0f326e1b8c739b236143870&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_3c45fcf5&cb=1528219055657&jobListingId=2796322398
